CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Campaign_Duration,CPC,CPL,Conversion_Rate
CAMP05886,2025-07-12,2025-07-26,Search,150800,2181,1069,493,2554.77,4072.46,0.59,14,1.1713755158184318,2.389869036482694,22.60430994956442
CAMP05887,2025-02-27,2025-03-11,Search,34713,803,359,82,1870.86,5335.76,1.85,12,2.329838107098381,5.211309192200557,10.211706102117061
CAMP05888,2025-04-21,2025-04-27,Social,84374,1636,250,78,4557.73,8541.54,0.87,6,2.7858985330073347,18.230919999999998,4.767726161369193
CAMP05889,2025-05-09,2025-05-19,Social,27659,438,105,30,100.57,290.57,1.89,10,0.2296118721461187,0.9578095238095238,6.8493150684931505
CAMP05890,2025-12-03,2025-12-17,Social,240325,15382,1861,418,150.74,262.74,0.74,14,0.009799765960213237,0.08099946265448683,2.717461968534651
CAMP05891,2025-07-13,2025-07-27,Influencer,103582,9132,3223,800,4609.8,7006.28,0.52,14,0.5047963206307491,1.4302823456407074,8.760402978537012
CAMP05892,2025-12-06,2025-12-15,Influencer,46747,2617,608,222,1271.19,3328.35,1.62,9,0.4857432174245319,2.0907730263157895,8.482995796713794
CAMP05893,2025-11-22,2025-12-06,Display,208758,6044,1227,519,112.11,228.81,1.04,14,0.018548974189278623,0.09136919315403423,8.587028457974851
CAMP05894,2025-01-08,2025-01-16,Influencer,296767,12150,3757,1220,2244.32,2975.21,0.33,8,0.18471769547325104,0.5973702422145329,10.041152263374485
CAMP05895,2025-01-29,2025-02-03,Social,22716,963,402,147,1058.68,3023.59,1.86,5,1.099356178608515,2.633532338308458,15.264797507788161
CAMP05896,2025-04-22,2025-04-29,Display,209673,10619,2777,1399,361.32,1056.57,1.92,7,0.03402580280629061,0.13011163125675188,13.1744985403522
CAMP05897,2025-06-10,2025-06-18,Display,24531,1173,472,141,2699.3,6414.66,1.38,8,2.3011935208866157,5.7188559322033905,12.020460358056265
CAMP05898,2025-05-11,2025-05-17,Email,261297,18396,5122,1094,786.87,2316.3,1.94,6,0.04277397260273973,0.15362553689964858,5.946944988040878
CAMP05899,2025-07-07,2025-07-13,Influencer,45760,1857,345,104,4200.7,9864.43,1.35,6,2.262089391491653,12.175942028985506,5.600430802369413
CAMP05900,2025-06-12,2025-06-18,Search,8449,588,163,92,1580.6,3550.69,1.25,6,2.688095238095238,9.696932515337423,15.646258503401361
CAMP05901,2025-07-16,2025-07-31,Search,258786,15322,4829,1000,1186.12,3145.41,1.65,15,0.07741287038245659,0.24562435286808862,6.526563111865292
CAMP05902,2025-12-30,2026-01-04,Email,12279,176,50,12,3724.81,4229.21,0.14,5,21.163693181818182,74.4962,6.8181818181818175
CAMP05903,2025-07-23,2025-08-06,Social,10191,945,198,44,4258.38,8030.41,0.89,14,4.506222222222222,21.506969696969698,4.656084656084656
CAMP05904,2025-07-31,2025-08-06,Email,249756,6497,1130,396,556.19,1035.01,0.86,6,0.08560720332461137,0.4922035398230089,6.095120824996152
CAMP05905,2025-04-19,2025-04-29,Social,272451,13796,6605,3032,842.7,1889.03,1.24,10,0.06108292258625689,0.12758516275548829,21.977384749202667
CAMP05906,2025-10-03,2025-10-10,Influencer,140288,13367,2927,1651,2425.3,4109.31,0.69,7,0.18143936560185533,0.8285958319098053,12.35131293483953
CAMP05907,2025-03-14,2025-03-28,Influencer,90438,2917,1114,576,2992.08,5705.82,0.91,14,1.02573877271169,2.68588868940754,19.74631470689064
CAMP05908,2025-06-16,2025-06-25,Display,115283,1382,326,97,507.99,1371.02,1.7,9,0.367575976845152,1.5582515337423313,7.018813314037627
CAMP05909,2025-09-17,2025-09-22,Display,267639,14480,7064,3206,1937.56,5610.85,1.9,5,0.13380939226519337,0.27428652321630803,22.140883977900554
CAMP05910,2025-08-31,2025-09-12,Display,74128,2235,1107,515,4498.25,8853.66,0.97,12,2.0126398210290826,4.063459801264679,23.042505592841163
CAMP05911,2025-10-02,2025-10-10,Display,45816,2858,1229,290,4392.8,10588.52,1.41,8,1.5370188943317005,3.5742880390561433,10.146955913226034
CAMP05912,2025-04-12,2025-04-25,Search,200367,16738,5566,2064,1625.0,3403.74,1.09,13,0.09708447843230972,0.2919511318720805,12.33122236826383
CAMP05913,2025-06-22,2025-06-30,Display,18000,1008,319,103,1214.41,3321.65,1.74,8,1.2047718253968254,3.806927899686521,10.218253968253968
CAMP05914,2025-06-20,2025-06-26,Display,142791,9717,2250,591,2955.56,4502.75,0.52,6,0.3041638365750746,1.3135822222222222,6.082124112380365
CAMP05915,2025-05-21,2025-05-28,Display,74981,5245,780,174,571.01,1557.09,1.73,7,0.10886749285033365,0.7320641025641026,3.317445185891325
CAMP05916,2025-07-07,2025-07-16,Social,105671,8860,1166,245,1243.52,2524.56,1.03,9,0.14035214446952596,1.066483704974271,2.765237020316027
CAMP05917,2025-03-27,2025-04-10,Display,44323,3187,912,495,917.11,1753.79,0.91,14,0.28776592406652024,1.0056030701754386,15.531848133040477
CAMP05918,2025-02-21,2025-03-03,Email,218897,21420,10528,3498,1117.94,3246.51,1.9,10,0.052191409897292255,0.10618731003039514,16.330532212885153
CAMP05919,2025-04-21,2025-05-02,Display,193392,9874,1962,779,1152.59,1855.84,0.61,11,0.11672979542232124,0.5874566768603465,7.889406522179461
CAMP05920,2025-12-31,2026-01-08,Display,147491,2142,566,179,3174.67,3697.97,0.16,8,1.4821055088702149,5.608957597173145,8.356676003734826
CAMP05921,2025-12-08,2025-12-19,Search,209508,9524,3395,904,2491.75,5840.15,1.34,11,0.26162851742965143,0.7339469808541973,9.491810163796725
CAMP05922,2025-02-12,2025-02-26,Display,31403,2687,646,196,4325.24,6600.34,0.53,14,1.6096911053219203,6.695417956656346,7.294380349832527
CAMP05923,2025-07-30,2025-08-06,Social,33298,731,74,19,3704.52,8459.67,1.28,7,5.0677428180574555,50.06108108108108,2.5991792065663475
CAMP05924,2025-07-19,2025-07-30,Influencer,228764,17439,4507,2267,2544.38,2829.31,0.11,11,0.14590171454785253,0.5645396050587974,12.999598600837203
CAMP05925,2025-10-25,2025-11-02,Display,77771,4527,1909,1074,1606.36,3412.85,1.12,8,0.354839849790148,0.8414667365112624,23.724320742213386
CAMP05926,2025-12-12,2025-12-24,Display,43056,3920,1872,699,4176.62,6157.49,0.47,12,1.0654642857142858,2.231100427350427,17.831632653061224
CAMP05927,2025-08-28,2025-09-10,Display,69237,5248,1102,583,489.73,563.46,0.15,13,0.09331745426829269,0.4444010889292196,11.108993902439025
CAMP05928,2025-04-25,2025-05-06,Search,147267,10227,4792,1774,3436.9,3818.76,0.11,11,0.33606140608193996,0.7172161936560935,17.346240344186956
CAMP05929,2025-01-26,2025-02-07,Influencer,259063,23268,10397,3937,653.72,1905.69,1.92,12,0.028095238095238097,0.06287582956622102,16.920233797490113
CAMP05930,2025-10-26,2025-11-07,Search,162320,14891,3911,1541,2710.7,4149.55,0.53,12,0.1820361292055604,0.6930963947839427,10.348532670740717
CAMP05931,2025-03-18,2025-03-24,Search,187526,8371,852,449,4517.91,9775.12,1.16,6,0.5397097121013021,5.302711267605634,5.36375582367698
CAMP05932,2025-05-17,2025-05-30,Search,258085,24132,10568,6071,1266.53,2494.05,0.97,13,0.05248342449859108,0.11984576078728236,25.15746726338472
CAMP05933,2025-01-20,2025-01-30,Social,91315,1362,292,145,484.8,836.67,0.73,10,0.35594713656387666,1.6602739726027398,10.646108663729809
CAMP05934,2025-07-30,2025-08-14,Influencer,81202,6384,2568,1426,1763.54,3677.3,1.09,15,0.2762437343358396,0.6867367601246106,22.337092731829575
CAMP05935,2025-08-28,2025-09-05,Social,36709,1478,485,221,2443.46,5178.57,1.12,8,1.6532205683355887,5.038061855670104,14.952638700947226
CAMP05936,2025-02-08,2025-02-17,Social,119439,6433,1213,649,3651.56,9766.11,1.67,9,0.5676294108503032,3.0103544929925805,10.088605627234571
CAMP05937,2025-09-25,2025-10-09,Influencer,199530,17003,6108,2582,245.69,435.48,0.77,14,0.014449802975945421,0.04022429600523903,15.18555549020761
CAMP05938,2025-07-26,2025-08-04,Social,35949,2420,982,499,741.33,1264.46,0.71,9,0.3063347107438017,0.754918533604888,20.619834710743802
CAMP05939,2025-09-24,2025-10-05,Influencer,161925,8286,2401,1157,2112.6,4982.42,1.36,11,0.2549601737871108,0.8798833819241982,13.963311609944483
CAMP05940,2025-06-03,2025-06-16,Display,235803,5837,2329,1163,565.6,986.15,0.74,13,0.09689909199931472,0.2428510090167454,19.924618811033064
CAMP05941,2025-02-11,2025-02-22,Search,171942,16254,4258,1250,4783.86,9673.27,1.02,11,0.2943189368770764,1.1234992954438703,7.690414667158853
CAMP05942,2025-01-11,2025-01-24,Social,63529,2536,1247,326,2603.85,3505.52,0.35,13,1.0267547318611987,2.0880914194065756,12.854889589905364
CAMP05943,2025-10-21,2025-10-29,Influencer,170186,3251,636,293,1946.97,3052.25,0.57,8,0.5988834204860043,3.0612735849056603,9.012611504152568
CAMP05944,2025-04-08,2025-04-22,Email,34871,2119,871,342,4900.66,6872.5,0.4,14,2.3127229825389333,5.626475315729047,16.139688532326566
CAMP05945,2025-10-02,2025-10-16,Social,253755,11816,4724,2389,3265.86,8756.81,1.68,14,0.27639302640487473,0.6913336155800169,20.218348002708193
CAMP05946,2025-08-18,2025-08-26,Social,238988,15091,4705,1216,2627.53,6821.08,1.6,8,0.17411238486515143,0.5584548352816153,8.057782784441057
CAMP05947,2025-08-08,2025-08-18,Influencer,113043,3506,841,487,1281.56,2286.63,0.78,10,0.36553337136337705,1.5238525564803804,13.890473474044496
CAMP05948,2025-03-06,2025-03-18,Email,151240,6667,1855,893,1340.09,2520.15,0.88,12,0.20100344982750862,0.7224204851752021,13.394330283485825
CAMP05949,2025-12-21,2026-01-03,Email,253618,24734,8701,1820,1875.11,3415.02,0.82,13,0.07581102935230856,0.21550511435467187,7.358292229319964
CAMP05950,2025-08-20,2025-08-25,Display,70116,6611,2063,888,3778.56,5235.45,0.39,5,0.5715564967478445,1.8315850702859913,13.432158523672665
CAMP05951,2025-11-24,2025-11-29,Social,146105,12827,5190,1686,4098.42,10519.31,1.57,5,0.3195150853668044,0.7896763005780347,13.14414906057535
CAMP05952,2025-02-21,2025-03-05,Search,9902,793,193,59,1041.17,2767.29,1.66,12,1.3129508196721313,5.394663212435233,7.440100882723834
CAMP05953,2025-09-20,2025-10-05,Social,127793,3078,439,246,4105.32,9113.03,1.22,15,1.3337621832358673,9.35152619589977,7.992202729044834
CAMP05954,2025-09-24,2025-10-05,Search,66263,3447,1041,556,1721.6,4276.94,1.48,11,0.4994487960545402,1.6537944284341979,16.12996808819263
CAMP05955,2025-12-25,2026-01-07,Search,294808,22261,4532,923,1081.45,2493.1,1.31,13,0.04858047706751718,0.23862533097969993,4.146264767979875
CAMP05956,2025-11-13,2025-11-28,Influencer,271726,9118,3160,861,1054.43,1270.77,0.21,15,0.1156426847992981,0.33368037974683545,9.442860276376399
CAMP05957,2025-11-20,2025-11-27,Social,296626,3849,1185,578,2370.81,4983.78,1.1,7,0.6159547934528449,2.0006835443037976,15.016887503247597
CAMP05958,2025-06-03,2025-06-17,Influencer,172216,8202,3375,1820,3858.94,6536.66,0.69,14,0.4704876859302609,1.1433896296296298,22.189709826871496
CAMP05959,2025-12-24,2026-01-02,Display,299016,14431,4763,2319,2896.51,4172.1,0.44,9,0.20071443420414387,0.6081272307369305,16.06957244820179
CAMP05960,2025-05-20,2025-05-27,Search,87754,1391,378,155,2376.77,5537.21,1.33,7,1.7086772106398274,6.287751322751323,11.143062544931704
CAMP05961,2025-02-20,2025-03-01,Email,186271,7237,1070,635,188.28,522.97,1.78,9,0.026016305098797845,0.17596261682242992,8.774354014094238
CAMP05962,2025-04-27,2025-05-11,Search,100363,9289,1375,713,2861.45,8583.51,2.0,14,0.30804715254602216,2.0810545454545455,7.675745505436538
CAMP05963,2025-02-15,2025-02-20,Display,118195,3844,1369,530,3406.06,7338.63,1.15,5,0.8860718002081165,2.487991234477721,13.787721123829344
CAMP05964,2025-11-05,2025-11-20,Search,239816,14682,6640,2877,580.55,1361.26,1.34,15,0.03954161558370794,0.08743222891566264,19.595422966898244
CAMP05965,2025-03-29,2025-04-06,Influencer,169336,9128,2427,528,4785.27,11019.9,1.3,8,0.5242407975460123,1.97168108776267,5.784399649430324
CAMP05966,2025-07-27,2025-08-06,Social,102143,8946,2793,1636,548.55,1311.07,1.39,10,0.061317907444668,0.1964017185821697,18.28750279454505
CAMP05967,2025-09-26,2025-10-02,Email,201302,13853,4661,1608,3484.32,5200.27,0.49,6,0.2515209701869631,0.7475477365372238,11.607594022955317
CAMP05968,2025-03-30,2025-04-10,Influencer,294149,7135,2075,964,2670.32,3521.66,0.32,11,0.3742564821303434,1.2869012048192772,13.510861948142958
CAMP05969,2025-04-28,2025-05-10,Social,244831,5596,692,323,4432.53,8044.41,0.81,12,0.7920889921372408,6.405390173410404,5.771979985704075
CAMP05970,2025-02-23,2025-02-28,Email,298619,17969,6031,1343,2129.06,4112.89,0.93,5,0.11848516890199788,0.353019399767866,7.473982970671712
CAMP05971,2025-04-26,2025-05-04,Display,38683,548,84,25,2591.86,6548.61,1.53,8,4.729671532846716,30.855476190476192,4.562043795620438
CAMP05972,2025-04-28,2025-05-13,Search,81810,3715,1197,553,2809.33,6308.21,1.25,15,0.7562126514131897,2.3469757727652465,14.885598923283982
CAMP05973,2025-09-17,2025-09-25,Email,250841,11516,4723,2667,4386.75,9232.14,1.1,8,0.3809265369920111,0.9288058437433835,23.159083014935742
CAMP05974,2025-03-16,2025-03-25,Display,128045,3543,362,185,4018.27,8024.39,1.0,9,1.1341433813152695,11.100193370165746,5.221563646627152
CAMP05975,2025-11-01,2025-11-09,Social,244823,9080,2471,1067,1472.54,2129.49,0.45,8,0.16217400881057267,0.5959287737757992,11.751101321585903
CAMP05976,2025-01-07,2025-01-20,Email,236447,9385,3737,1094,4780.75,8345.24,0.75,13,0.5094033031433138,1.2793015788065294,11.656899307405434
CAMP05977,2025-05-02,2025-05-13,Display,257790,2850,887,514,3790.04,4619.17,0.22,11,1.329838596491228,4.272874859075536,18.035087719298247
CAMP05978,2025-01-11,2025-01-17,Social,228922,18892,3667,1325,159.02,179.96,0.13,6,0.008417319500317596,0.04336514862285247,7.01355070929494
CAMP05979,2025-12-14,2025-12-19,Influencer,117177,11268,4270,1110,1000.35,1026.77,0.03,5,0.0887779552715655,0.23427400468384074,9.850905218317358
CAMP05980,2025-08-03,2025-08-16,Search,175985,6341,2621,546,4293.45,5046.03,0.18,13,0.6770935183724964,1.638096146508966,8.61062923829049
CAMP05981,2025-10-06,2025-10-11,Display,266731,5355,1312,761,3264.73,7149.2,1.19,5,0.6096601307189542,2.488361280487805,14.211017740429504
CAMP05982,2025-01-28,2025-02-07,Influencer,297432,28499,6240,3189,1364.83,4016.76,1.94,10,0.04789045229657181,0.2187227564102564,11.189866311098635
CAMP05983,2025-08-23,2025-08-29,Social,117880,9035,2873,823,939.97,993.89,0.06,6,0.10403652462645269,0.32717368604246433,9.10902047592695
CAMP05984,2025-11-09,2025-11-17,Email,128060,11551,2843,729,819.08,2102.1,1.57,8,0.07090987793264653,0.2881041153710869,6.311141892476842
CAMP05985,2025-01-26,2025-02-05,Search,96428,4096,1779,1038,1658.72,3865.83,1.33,10,0.4049609375,0.9323889825744801,25.341796875
CAMP05986,2025-02-23,2025-03-04,Social,30682,1643,676,200,4502.8,12236.33,1.72,9,2.740596469872185,6.66094674556213,12.172854534388314
CAMP05987,2025-01-29,2025-02-13,Display,72125,6759,1519,584,1825.03,5275.59,1.89,15,0.2700147950880308,1.2014680710994075,8.640331409971889
CAMP05988,2025-12-19,2025-12-29,Search,166881,8570,2423,1076,3337.43,8764.01,1.63,10,0.3894317386231038,1.3773957903425504,12.555425904317385
CAMP05989,2025-06-13,2025-06-20,Influencer,256594,18086,8243,1854,646.67,1678.45,1.6,7,0.035755280327325,0.07845080674511706,10.251022890633639
CAMP05990,2025-09-27,2025-10-06,Search,187814,13791,2192,740,2703.86,3170.32,0.17,9,0.19605974911173954,1.2335127737226277,5.365818287288811
CAMP05991,2025-11-30,2025-12-06,Influencer,79215,6760,2715,1567,1780.08,3057.93,0.72,6,0.26332544378698225,0.655646408839779,23.180473372781066
CAMP05992,2025-02-04,2025-02-15,Social,144875,14163,3211,1541,886.55,1979.75,1.23,11,0.06259620136976629,0.27609778885082525,10.880463178705076
CAMP05993,2025-10-13,2025-10-20,Email,110518,4436,655,227,4009.12,4145.95,0.03,7,0.9037691614066726,6.120793893129771,5.117222723174031
CAMP05994,2025-12-14,2025-12-19,Search,186680,6024,884,456,4096.14,7984.23,0.95,5,0.6799701195219124,4.633642533936652,7.569721115537849
CAMP05995,2025-09-30,2025-10-12,Email,48153,818,172,91,1600.73,1627.32,0.02,12,1.9568826405867972,9.30656976744186,11.124694376528117
CAMP05996,2025-07-27,2025-08-08,Email,53657,4672,1491,388,3303.45,8203.2,1.48,12,0.707074058219178,2.215593561368209,8.304794520547945
CAMP05997,2025-08-26,2025-09-02,Search,145601,5291,2450,1064,2030.95,3110.11,0.53,7,0.3838499338499339,0.8289591836734694,20.10962010962011
CAMP05998,2025-04-03,2025-04-14,Search,230606,3335,737,255,317.93,797.97,1.51,11,0.09533133433283358,0.43138398914518317,7.646176911544228
CAMP05999,2025-06-22,2025-07-05,Email,80928,7111,1277,514,2196.11,4304.66,0.96,13,0.3088327942624104,1.7197415818324198,7.228237941217832
CAMP06000,2025-03-20,2025-04-01,Display,173337,9688,2823,1094,2921.72,3552.77,0.22,12,0.3015813377374071,1.0349698901877435,11.29232039636664
CAMP06001,2025-04-20,2025-04-27,Display,140655,12018,1954,784,1565.28,4443.18,1.84,7,0.13024463305042436,0.801064483111566,6.523548011316358
CAMP06002,2025-08-05,2025-08-11,Search,197298,11818,2466,1008,4749.59,11379.69,1.4,6,0.40189456760873243,1.9260300081103001,8.529361990184464
CAMP06003,2025-12-24,2026-01-07,Email,31690,1211,599,136,2834.41,6940.89,1.45,14,2.3405532617671345,4.731903171953255,11.230388109000826
CAMP06004,2025-04-16,2025-04-27,Email,92174,1998,645,174,1920.2,2806.79,0.46,11,0.961061061061061,2.9770542635658916,8.708708708708707
CAMP06005,2025-02-16,2025-02-27,Social,283382,13983,5782,2465,3701.6,4631.34,0.25,11,0.2647214474719302,0.6401937046004842,17.62854895229922
CAMP06006,2025-06-30,2025-07-13,Email,224563,2782,513,294,1770.51,5150.34,1.91,13,0.6364162473040977,3.451286549707602,10.567936736161036
CAMP06007,2025-03-05,2025-03-14,Display,157754,10131,3120,1555,221.06,374.16,0.69,9,0.021820155956963776,0.0708525641025641,15.348929029710789
CAMP06008,2025-09-03,2025-09-11,Social,218070,10574,3216,950,140.48,206.35,0.47,8,0.01328541706071496,0.043681592039800994,8.98430111594477
CAMP06009,2025-09-01,2025-09-13,Display,133596,3037,1290,444,1579.65,4354.82,1.76,12,0.5201350016463616,1.2245348837209302,14.619690484030293
CAMP06010,2025-11-16,2025-11-24,Influencer,207260,11963,1299,434,864.32,1665.27,0.93,8,0.07224943576026081,0.665373364126251,3.627852545348157
CAMP06011,2025-03-28,2025-04-05,Search,283905,23303,10351,5256,1827.07,4217.44,1.31,8,0.07840492640432561,0.176511448169259,22.555035832296273
CAMP06012,2025-08-05,2025-08-11,Influencer,231843,22658,2987,1758,3871.34,5932.91,0.53,6,0.1708597404890105,1.2960629394040843,7.758848971665637
CAMP06013,2025-01-07,2025-01-12,Search,260672,14978,6989,2391,1614.35,4743.36,1.94,5,0.1077814127386834,0.23098440406352838,15.963413005741756
CAMP06014,2025-10-05,2025-10-13,Display,104450,2262,355,73,2842.27,5536.86,0.95,8,1.2565296198054818,8.006394366197183,3.227232537577365
CAMP06015,2025-12-03,2025-12-14,Display,53329,4424,1384,795,4606.26,8515.63,0.85,11,1.0411980108499097,3.3282225433526014,17.970162748643762
CAMP06016,2025-07-29,2025-08-11,Influencer,292783,21262,2971,1489,3521.64,3976.88,0.13,13,0.16563070266202615,1.1853382699427801,7.003104129432791
CAMP06017,2025-06-18,2025-07-01,Search,203824,19538,5448,2907,2852.61,6892.03,1.42,13,0.1460031733033064,0.5236068281938326,14.878697921998157
CAMP06018,2025-11-26,2025-12-10,Search,118733,6906,1517,430,4348.57,9053.94,1.08,14,0.6296799884158703,2.8665589980224127,6.226469736461048
CAMP06019,2025-05-18,2025-05-23,Social,37657,1586,425,194,1720.16,5044.27,1.93,5,1.0845901639344262,4.047435294117648,12.23203026481715
CAMP06020,2025-11-02,2025-11-11,Email,188694,18238,5799,1699,1069.44,1342.42,0.26,9,0.05863800855356947,0.18441800310398346,9.315714442373068
CAMP06021,2025-08-18,2025-08-29,Social,22900,1338,379,77,3761.13,6702.7,0.78,11,2.8110089686098654,9.92382585751979,5.754857997010463
CAMP06022,2025-11-04,2025-11-15,Display,16242,185,20,5,388.09,585.27,0.51,11,2.097783783783784,19.4045,2.7027027027027026
CAMP06023,2025-06-10,2025-06-24,Influencer,69930,3680,1639,932,2178.49,5087.35,1.34,14,0.5919809782608695,1.3291580231848688,25.32608695652174
CAMP06024,2025-01-01,2025-01-11,Search,130272,1330,183,52,1506.67,1722.71,0.14,10,1.1328345864661655,8.233169398907105,3.909774436090226
CAMP06025,2025-08-24,2025-09-08,Social,151050,11539,5680,2465,4859.49,14506.67,1.99,15,0.4211361469798076,0.855544014084507,21.3623364243002
CAMP06026,2025-07-07,2025-07-21,Influencer,280750,17107,7536,4425,1947.77,4730.37,1.43,14,0.11385806979598995,0.25846204883227175,25.8666043140235
CAMP06027,2025-01-04,2025-01-12,Influencer,168103,3342,1084,249,3350.8,5905.88,0.76,8,1.0026331538001196,3.0911439114391146,7.450628366247755
CAMP06028,2025-05-12,2025-05-19,Email,12421,1033,204,106,1415.57,2458.36,0.74,7,1.370348499515973,6.93906862745098,10.26137463697967
CAMP06029,2025-08-06,2025-08-19,Search,269692,15717,2113,927,4917.55,9643.3,0.96,13,0.31288095692562196,2.327283483199243,5.898072151173888
CAMP06030,2025-09-17,2025-10-01,Influencer,12252,248,91,29,983.92,2357.21,1.4,14,3.9674193548387096,10.812307692307693,11.693548387096774
CAMP06031,2025-01-01,2025-01-09,Search,83385,2034,367,126,4542.84,9916.86,1.18,8,2.2334513274336283,12.378310626702998,6.1946902654867255
CAMP06032,2025-03-12,2025-03-24,Social,173602,14580,5734,1209,2282.32,4491.71,0.97,12,0.15653772290809329,0.3980327868852459,8.292181069958849
CAMP06033,2025-06-27,2025-07-02,Influencer,265460,11147,4826,1459,2193.65,3050.96,0.39,5,0.19679285906521934,0.4545482801491919,13.088723423342605
CAMP06034,2025-07-08,2025-07-19,Influencer,260519,21857,10832,4000,3536.36,4765.54,0.35,11,0.16179530585167223,0.32647341211226,18.300773207668026
CAMP06035,2025-10-18,2025-10-28,Social,169806,2760,832,404,557.26,1577.91,1.83,10,0.20190579710144926,0.6697836538461538,14.637681159420291
CAMP06036,2025-01-08,2025-01-13,Search,191300,6111,2993,927,2778.79,5844.61,1.1,5,0.45471935853379153,0.9284296692281991,15.169366715758468
CAMP06037,2025-09-10,2025-09-18,Search,223686,17629,2815,1216,1177.86,2543.96,1.16,8,0.06681377276079187,0.41842273534635877,6.897725338930172
CAMP06038,2025-10-19,2025-10-28,Influencer,193779,13129,5704,2810,869.9,1622.9,0.87,9,0.06625790235356843,0.1525070126227209,21.403000990174423
CAMP06039,2025-09-01,2025-09-16,Social,234483,8819,2151,1031,4399.63,10630.61,1.42,15,0.4988808254904184,2.045388191538819,11.690667876176438
CAMP06040,2025-05-03,2025-05-15,Display,180126,16975,4174,1820,4986.71,12981.32,1.6,12,0.2937678939617084,1.1947077144226161,10.721649484536082
CAMP06041,2025-10-26,2025-11-03,Search,71045,2060,427,184,4858.86,8855.17,0.82,8,2.358669902912621,11.379063231850116,8.932038834951456
CAMP06042,2025-10-10,2025-10-17,Display,112560,9734,1648,805,4123.69,4557.69,0.11,7,0.4236377645366755,2.502239077669903,8.269981508115883
CAMP06043,2025-02-01,2025-02-07,Influencer,193719,14067,3894,1301,4607.86,6934.02,0.5,6,0.3275652235729011,1.1833230611196712,9.24859600483401
CAMP06044,2025-11-30,2025-12-08,Display,63312,1323,654,248,4628.64,12234.61,1.64,8,3.49859410430839,7.077431192660551,18.74527588813303
CAMP06045,2025-05-26,2025-06-10,Display,47398,2842,659,386,964.17,2044.43,1.12,15,0.3392575650950035,1.463080424886191,13.58198451794511
CAMP06046,2025-06-05,2025-06-19,Search,107175,10041,2855,1334,519.92,1436.31,1.76,14,0.05177970321681107,0.18210858143607705,13.285529329748034
CAMP06047,2025-01-16,2025-01-24,Influencer,125201,8225,1574,642,721.25,1271.93,0.76,8,0.08768996960486322,0.4582274459974587,7.805471124620062
CAMP06048,2025-12-21,2026-01-04,Display,250329,14417,3385,1460,896.76,1461.66,0.63,14,0.06220156759381286,0.2649217134416543,10.126933481306791
CAMP06049,2025-02-16,2025-02-25,Search,224500,9646,1177,284,4129.99,4141.73,0.0,9,0.42815571221231596,3.508912489379779,2.94422558573502
CAMP06050,2025-09-08,2025-09-19,Display,200297,16222,7825,3417,4712.25,6410.62,0.36,11,0.29048514363210454,0.6022044728434505,21.063987177906547
CAMP06051,2025-07-06,2025-07-19,Search,83812,7725,2347,1254,1824.01,3046.68,0.67,13,0.23611779935275082,0.7771665956540265,16.233009708737864
CAMP06052,2025-01-31,2025-02-06,Influencer,148618,11562,4545,1860,268.38,311.03,0.16,6,0.023212247016087182,0.059049504950495046,16.087182148417227
CAMP06053,2025-09-17,2025-09-26,Social,189125,14235,4346,1176,1606.65,3549.41,1.21,9,0.11286617492096945,0.36968476760239305,8.261327713382508
CAMP06054,2025-01-17,2025-02-01,Search,45526,1243,507,192,3560.08,10607.01,1.98,15,2.8641029766693484,7.021854043392505,15.446500402252614
CAMP06055,2025-02-08,2025-02-22,Search,216650,18427,5779,1798,4720.23,5269.77,0.12,14,0.2561583545883757,0.8167901020937878,9.75742117544907
CAMP06056,2025-10-31,2025-11-13,Display,109374,1494,568,195,2303.5,4108.87,0.78,13,1.5418340026773762,4.055457746478873,13.052208835341366
CAMP06057,2025-02-08,2025-02-15,Influencer,253030,19777,7395,2144,1746.73,3144.4,0.8,7,0.08832128229761844,0.23620419202163626,10.840875764777266
CAMP06058,2025-05-12,2025-05-17,Email,5229,151,47,15,3300.79,3761.78,0.14,5,21.85953642384106,70.2295744680851,9.933774834437086
CAMP06059,2025-01-30,2025-02-05,Email,160797,8659,1664,879,1134.52,1555.32,0.37,6,0.13102205797436192,0.6818028846153846,10.15128767756092
CAMP06060,2025-06-07,2025-06-17,Social,213328,15481,2859,1438,3852.49,7341.65,0.91,10,0.2488527872876429,1.3474956278419026,9.288805632711066
CAMP06061,2025-10-05,2025-10-14,Influencer,186201,14582,6557,2597,2128.76,6197.11,1.91,9,0.14598546152791114,0.3246545676376392,17.809628308873954
CAMP06062,2025-07-22,2025-07-27,Search,36879,3316,491,251,4888.63,10463.4,1.14,5,1.4742551266586248,9.956476578411406,7.569360675512665
CAMP06063,2025-03-07,2025-03-12,Email,83771,2968,960,566,4677.18,5611.15,0.2,5,1.575869272237197,4.8720625,19.070080862533693
CAMP06064,2025-04-18,2025-05-03,Social,272333,8221,2474,896,3360.31,8348.17,1.48,15,0.40874711105704903,1.3582497978981407,10.898917406641528
CAMP06065,2025-09-25,2025-10-03,Influencer,91859,9154,3838,2272,3275.11,8890.54,1.71,8,0.3577791129560848,0.8533376758728505,24.819750928555823
CAMP06066,2025-08-10,2025-08-18,Social,237850,6821,1051,313,703.44,1840.45,1.62,8,0.10312857352294386,0.6693054234062797,4.588769975076968
